latitude,longitude,elevation_m,slope,curvature,flow_accumulation
19.085,72.845,22.48,0.735,-9.4e-05,440.1
19.085,72.85,18.92,0.3386,2.5e-05,475.7
19.085,72.855,17.28,1.3171,-6.2e-05,492.1
19.085,72.86,10.9,0.5162,5e-05,555.9
19.085,72.865,8.4,0.2292,1.8e-05,580.9
19.085,72.87,7.29,1.2551,9.3e-05,592.0
19.085,72.875,13.37,0.1445,-7e-05,531.2
19.085,72.88,14.07,1.6513,9.5e-05,524.2
19.085,72.885,22.07,1.9731,2e-05,444.2
19.085,72.89,31.63,0.2374,-0.000139,348.6
19.085,72.895,30.48,0.9352,-4.4e-05,360.1
19.085,72.9,25.95,0.704,0.000103,405.4
19.085,72.905,29.36,1.152,-0.000117,371.3
19.085,72.91,23.78,0.9476,1.3e-05,427.1
19.085,72.915,19.19,0.5038,2.8e-05,473.0
19.085,72.92,16.75,1.0942,0.000101,497.4
19.085,72.925,22.05,0.8857,-1.3e-05,444.4
19.085,72.93,26.34,1.4698,3.7e-05,401.5
19.085,72.935,33.46,0.8857,-3.7e-05,330.3
19.085,72.94,37.75,0.5141,-2.3e-05,287.4
19.085,72.945,40.24,0.1549,-4.2e-05,262.5
19.085,72.95,39.49,0.9517,-5e-05,270.0
19.085,72.955,34.88,0.2498,4.4e-05,316.1
19.085,72.96,33.67,0.929,-4.3e-05,328.2
19.085,72.965,29.17,0.9332,-0.0,373.2
19.085,72.97,24.65,0.5203,9.1e-05,418.4
19.085,72.975,27.17,0.4253,-6e-06,393.2
19.085,72.98,29.23,1.7854,8.6e-05,372.6
19.085,72.985,37.88,0.6607,-7.1e-05,286.1
19.085,72.99,41.08,0.9868,2.1e-05,254.1
19.085,72.995,45.86,0.766,-1.4e-05,206.3
19.085,73.0,49.57,10.128,-0.000692,169.2
19.09,72.77,0.0,0.0,0.000644,664.9
19.09,72.775,0.0,0.4687,2.9e-05,664.9
19.09,72.78,2.27,0.2003,-1.7e-05,642.2
19.09,72.785,3.24,1.5626,8.6e-05,632.5
19.09,72.79,10.81,0.0186,-9.7e-05,556.8
19.09,72.795,10.9,0.4893,-3.2e-05,555.9
19.09,72.8,8.53,0.8774,8.6e-05,579.6
19.09,72.805,12.78,0.7102,-0.0001,537.1
19.09,72.81,9.34,0.9001,-1.2e-05,571.5
19.09,72.815,4.98,0.1982,6.9e-05,615.1
19.09,72.82,5.94,0.4955,1.9e-05,605.5
19.09,72.825,8.34,0.0599,-3.5e-05,581.5
19.09,72.83,8.05,0.3716,2.7e-05,584.4
19.09,72.835,9.85,0.1012,-1.7e-05,566.4
19.09,72.84,10.34,0.0867,-1.2e-05,561.5
19.09,72.845,9.92,0.1714,-5e-06,565.7
19.09,72.85,9.09,0.1961,-2e-06,574.0
19.09,72.855,8.14,0.0661,8e-06,583.5
19.09,72.86,7.82,0.2106,1.7e-05,586.7
19.09,72.865,8.84,0.9827,4.9e-05,576.5
19.09,72.87,13.6,0.9414,-3e-06,528.9
19.09,72.875,18.16,0.991,3e-06,483.3
19.09,72.88,22.96,1.773,4.9e-05,435.3
19.09,72.885,31.55,0.7825,-6.2e-05,349.4
19.09,72.89,35.34,0.512,-8.1e-05,311.5
19.09,72.895,32.86,0.5698,-4e-06,336.3
19.09,72.9,30.1,1.3356,-4.8e-05,363.9
19.09,72.905,23.63,0.4171,5.8e-05,428.6
19.09,72.91,21.61,0.64,-1.4e-05,448.8
19.09,72.915,18.51,1.187,-3.4e-05,479.8
19.09,72.92,12.76,0.1074,8.1e-05,537.3
19.09,72.925,13.28,1.2242,7e-05,532.1
19.09,72.93,19.21,1.185,-2e-06,472.8
19.09,72.935,24.95,1.1086,-5e-06,415.4
19.09,72.94,30.32,1.5523,2.8e-05,361.7
19.09,72.945,37.84,0.9043,-4.1e-05,286.5
19.09,72.95,42.22,0.51,-8.9e-05,242.7
19.09,72.955,39.75,1.1458,0.000104,267.4
19.09,72.96,45.3,2.1401,-0.000207,211.9
19.09,72.965,34.93,0.1755,0.000124,315.6
19.09,72.97,34.08,0.1755,2.2e-05,324.1
19.09,72.975,34.93,0.8258,4.1e-05,315.6
19.09,72.98,38.93,0.9414,-0.000111,275.6
19.09,72.985,34.37,0.1032,6.6e-05,321.2
19.09,72.99,34.87,0.9125,5.1e-05,316.2
19.09,72.995,39.29,0.2581,-7.4e-05,272.0
19.09,73.0,38.04,7.8055,-0.000478,284.5
19.095,72.77,0.0,0.0,0.000494,664.9
19.095,72.775,0.0,0.0,0.0,664.9
19.095,72.78,0.0,0.8919,5.6e-05,664.9
19.095,72.785,4.32,0.8898,-0.000112,621.7
19.095,72.79,0.01,3.2361,0.00026,664.8
19.095,72.795,15.7,0.6855,-0.000161,507.9
19.095,72.8,19.02,0.0124,-4.4e-05,474.7
19.095,72.805,18.96,1.2799,8.1e-05,475.3
19.095,72.81,25.16,1.6451,-0.000184,413.3
19.095,72.815,17.19,0.2354,0.000118,493.0
19.095,72.82,18.33,2.3133,-0.00016,481.6
19.095,72.825,7.12,0.7267,0.0001,593.7
19.095,72.83,3.6,0.7433,-1e-06,628.9
19.095,72.835,0.0,0.0,4.7e-05,664.9
19.095,72.84,0.0,0.0,0.0,664.9
19.095,72.845,0.0,0.0,0.0,664.9
19.095,72.85,0.0,0.0599,4e-06,664.9
19.095,72.855,0.29,2.2885,0.00014,662.0
19.095,72.86,11.38,1.2324,-6.6e-05,551.1
19.095,72.865,17.35,1.4842,1.6e-05,491.4
19.095,72.87,24.54,0.9868,-3.1e-05,419.5
19.095,72.875,29.32,1.0261,2e-06,371.7
19.095,72.88,34.29,0.1631,-7.5e-05,322.0
19.095,72.885,33.5,0.2891,2.8e-05,329.9
19.095,72.89,34.9,1.251,-9.7e-05,315.9
19.095,72.895,28.84,0.7267,3.3e-05,376.5
19.095,72.9,25.32,0.0186,4.7e-05,411.7
19.095,72.905,25.41,0.8155,-5.2e-05,410.8
19.095,72.91,21.46,0.96,-9e-06,450.3
19.095,72.915,16.81,0.9662,-0.0,496.8
19.095,72.92,12.13,0.0454,5.8e-05,543.6
19.095,72.925,11.91,1.3253,8.6e-05,545.8
19.095,72.93,18.33,0.7288,-3.8e-05,481.6
19.095,72.935,21.86,0.512,-1.4e-05,446.3
19.095,72.94,24.34,2.2556,0.00011,421.5
19.095,72.945,35.27,0.5244,-0.000109,312.2
19.095,72.95,37.81,0.5182,-0.0,286.8
19.095,72.955,40.32,1.1953,4.3e-05,261.7
19.095,72.96,46.11,0.5224,-4.2e-05,203.8
19.095,72.965,48.64,0.064,-3.7e-05,178.5
19.095,72.97,48.33,0.0991,-2e-06,181.6
19.095,72.975,47.85,1.8493,-0.00011,186.4
19.095,72.98,38.89,1.2634,3.7e-05,276.0
19.095,72.985,32.77,0.254,6.4e-05,337.2
19.095,72.99,31.54,1.2304,-6.1e-05,349.5
19.095,72.995,25.58,0.8857,0.000133,409.1
19.095,73.0,29.87,6.1436,-0.000444,366.2
19.1,72.77,0.0,0.0,0.000388,664.9
19.1,72.775,0.0,0.0,0.0,664.9
19.1,72.78,0.0,0.0,0.0,664.9
19.1,72.785,0.0,0.382,2.4e-05,664.9
19.1,72.79,1.85,1.5337,7.2e-05,646.4
19.1,72.795,9.28,2.1442,3.8e-05,572.1
19.1,72.8,19.67,0.5347,-0.000101,468.2
19.1,72.805,22.26,2.2473,0.000108,442.3
19.1,72.81,33.15,2.1236,-0.000275,333.4
19.1,72.815,22.86,0.0619,0.000138,436.3
19.1,72.82,23.16,2.4163,-0.000156,433.3
19.1,72.825,11.45,1.7936,3.9e-05,550.4
19.1,72.83,2.76,0.5698,7.7e-05,637.3
19.1,72.835,0.0,0.0,3.6e-05,664.9
19.1,72.84,0.0,0.0,0.0,664.9
19.1,72.845,0.0,0.0,0.0,664.9
19.1,72.85,0.0,1.0653,6.7e-05,664.9
19.1,72.855,5.16,1.3005,1.5e-05,613.3
19.1,72.86,11.46,2.7975,9.4e-05,550.3
19.1,72.865,25.02,1.9875,-5.1e-05,414.7
19.1,72.87,34.65,0.4005,-0.00015,318.4
19.1,72.875,32.71,0.7969,7.5e-05,337.8
19.1,72.88,36.57,0.7845,-9.9e-05,299.2
19.1,72.885,32.77,0.6256,1e-05,337.2
19.1,72.89,29.74,0.1342,4.8e-05,367.5
19.1,72.895,30.39,1.381,-9.5e-05,361.0
19.1,72.9,23.7,0.3221,6.7e-05,427.9
19.1,72.905,22.14,0.7123,-2.5e-05,443.5
19.1,72.91,18.69,0.7577,-3e-06,478.0
19.1,72.915,15.02,0.5244,8.1e-05,514.7
19.1,72.92,17.56,0.0021,-3.3e-05,489.3
19.1,72.925,17.57,0.4955,-3.1e-05,489.2
19.1,72.93,15.17,0.2663,4.8e-05,513.2
19.1,72.935,16.46,0.0413,-1.9e-05,500.3
19.1,72.94,16.26,2.0308,0.00013,502.3
19.1,72.945,26.1,1.9751,-4e-06,403.9
19.1,72.95,35.67,1.5482,-2.7e-05,308.2
19.1,72.955,43.17,0.863,-4.3e-05,233.2
19.1,72.96,47.35,2.6018,0.000109,191.4
19.1,72.965,59.96,0.7949,-0.000214,65.3
19.1,72.97,56.11,0.2189,3.6e-05,103.8
19.1,72.975,55.05,1.4326,-7.6e-05,114.4
19.1,72.98,48.11,2.1319,-4.4e-05,183.8
19.1,72.985,37.78,3.3534,-7.7e-05,287.1
19.1,72.99,21.52,0.8093,0.00016,449.7
19.1,72.995,17.6,0.6565,1e-05,488.9
19.1,73.0,14.42,2.9746,-0.000146,520.7
19.105,72.77,0.0,0.0,0.000187,664.9
19.105,72.775,0.0,0.0,0.0,664.9
19.105,72.78,0.0,0.0,0.0,664.9
19.105,72.785,0.0,0.0,0.0,664.9
19.105,72.79,0.0,1.837,0.000116,664.9
19.105,72.795,8.9,2.7769,5.9e-05,575.9
19.105,72.8,22.36,0.7371,-0.000128,441.3
19.105,72.805,25.93,1.9793,7.8e-05,405.6
19.105,72.81,35.52,0.735,-0.000171,309.7
19.105,72.815,31.96,1.4099,-4.2e-05,345.3
19.105,72.82,25.13,1.4904,-5e-06,413.6
19.105,72.825,17.91,3.4316,-0.000122,485.8
19.105,72.83,1.27,0.2622,0.0002,652.2
19.105,72.835,0.0,0.0,1.6e-05,664.9
19.105,72.84,0.0,0.0,0.0,664.9
19.105,72.845,0.0,0.0,0.0,664.9
19.105,72.85,0.0,0.0227,1e-06,664.9
19.105,72.855,0.11,1.8411,0.000114,663.8
19.105,72.86,9.03,3.057,7.7e-05,574.6
19.105,72.865,23.85,1.4512,-0.000101,426.4
19.105,72.87,30.88,2.0123,3.5e-05,356.1
19.105,72.875,40.63,0.2829,-0.000109,258.6
19.105,72.88,42.0,0.9332,-7.6e-05,244.9
19.105,72.885,37.48,0.9992,-4e-06,290.1
19.105,72.89,32.64,1.6575,-4.1e-05,338.5
19.105,72.895,24.61,0.3304,8.3e-05,418.8
19.105,72.9,23.01,0.6669,-2.1e-05,434.8
19.105,72.905,19.78,0.1177,3.5e-05,467.1
19.105,72.91,19.21,0.1879,1.9e-05,472.8
19.105,72.915,20.12,0.1218,-1.9e-05,463.7
19.105,72.92,19.53,0.9621,-5.3e-05,469.6
19.105,72.925,14.87,0.7082,1.6e-05,516.2
19.105,72.93,11.44,0.4873,7.5e-05,550.5
19.105,72.935,13.8,0.5017,1e-06,526.9
19.105,72.94,16.23,1.414,5.7e-05,502.6
19.105,72.945,23.08,2.0762,4.2e-05,434.1
19.105,72.95,33.14,1.0756,-6.3e-05,333.5
19.105,72.955,38.35,2.6162,9.7e-05,281.4
19.105,72.96,51.03,1.348,-8e-05,154.6
19.105,72.965,57.56,1.3253,-1e-06,89.3
19.105,72.97,63.98,1.4326,-0.000173,25.1
19.105,72.975,57.04,2.0494,-3.9e-05,94.5
19.105,72.98,47.11,2.1319,-5e-06,193.8
19.105,72.985,36.78,3.0261,-5.6e-05,297.1
19.105,72.99,22.11,1.6575,8.6e-05,443.8
19.105,72.995,14.08,0.0186,0.000105,524.1
19.105,73.0,14.17,2.9232,-0.000185,523.2
19.11,72.77,0.0,0.0,0.000184,664.9
19.11,72.775,0.0,0.0,0.0,664.9
19.11,72.78,0.0,0.0,0.0,664.9
19.11,72.785,0.0,0.0,0.0,664.9
19.11,72.79,0.0,2.4699,0.000155,664.9
19.11,72.795,11.97,2.4163,-3e-06,545.2
19.11,72.8,23.68,0.3097,-0.000133,428.1
19.11,72.805,25.18,0.6173,1.9e-05,413.1
19.11,72.81,28.17,0.0434,-3.6e-05,383.2
19.11,72.815,28.38,0.9972,-6.5e-05,381.1
19.11,72.82,23.55,2.371,-8.6e-05,429.4
19.11,72.825,12.06,1.87,3.2e-05,544.3
19.11,72.83,3.0,0.6194,7.9e-05,634.9
19.11,72.835,0.0,0.0,3.9e-05,664.9
19.11,72.84,0.0,0.0,0.0,664.9
19.11,72.845,0.0,0.0,0.0,664.9
19.11,72.85,0.0,0.0,0.0,664.9
19.11,72.855,0.0,2.2205,0.00014,664.9
19.11,72.86,10.76,2.5276,1.9e-05,557.3
19.11,72.865,23.01,1.1726,-8.5e-05,434.8
19.11,72.87,28.69,0.9724,-1.3e-05,378.0
19.11,72.875,33.4,0.2849,-4.3e-05,330.9
19.11,72.88,34.78,0.3304,3e-06,317.1
19.11,72.885,36.38,1.121,-9.1e-05,301.1
19.11,72.89,30.95,0.2312,5.6e-05,355.4
19.11,72.895,29.83,1.641,-8.9e-05,366.6
19.11,72.9,21.88,1.2448,2.5e-05,446.1
19.11,72.905,15.85,0.5327,0.000112,506.4
19.11,72.91,18.43,0.4109,-8e-06,480.6
19.11,72.915,20.42,0.9414,-8.5e-05,460.7
19.11,72.92,15.86,0.7969,9e-06,506.3
19.11,72.925,12.0,0.159,4e-05,544.9
19.11,72.93,11.23,1.4244,0.0001,552.6
19.11,72.935,18.13,0.1053,-9.6e-05,483.6
19.11,72.94,17.62,2.2185,0.000146,488.7
19.11,72.945,28.37,1.3191,-5.7e-05,381.2
19.11,72.95,34.76,1.2861,-2e-06,317.3
19.11,72.955,40.99,2.4864,7.6e-05,255.0
19.11,72.96,53.04,0.2478,-0.000141,134.5
19.11,72.965,54.24,0.0124,-1.5e-05,122.5
19.11,72.97,54.3,0.5203,-3.4e-05,121.9
19.11,72.975,51.78,0.9352,-2.6e-05,147.1
19.11,72.98,47.25,1.9401,-6.3e-05,192.4
19.11,72.985,37.85,2.7048,-4.8e-05,286.4
19.11,72.99,24.74,2.138,3.6e-05,417.5
19.11,72.995,14.38,0.4769,0.000105,521.1
19.11,73.0,12.07,2.4905,-0.000127,544.2
19.115,72.77,0.0,0.0,0.000157,664.9
19.115,72.775,0.0,0.0,0.0,664.9
19.115,72.78,0.0,0.896,5.6e-05,664.9
19.115,72.785,4.34,0.8238,-5e-06,621.5
19.115,72.79,8.33,0.4026,-2.6e-05,581.6
19.115,72.795,10.28,1.1189,4.5e-05,562.1
19.115,72.8,15.7,0.6359,-3e-05,507.9
19.115,72.805,18.78,0.4728,-1e-05,477.1
19.115,72.81,21.07,0.1528,-2e-05,454.2
19.115,72.815,21.81,1.5399,-0.000106,446.8
19.115,72.82,14.35,0.0929,9.1e-05,521.4
19.115,72.825,13.9,0.7329,-4e-05,525.9
19.115,72.83,10.35,1.839,-7e-05,561.4
19.115,72.835,1.44,0.2973,9.7e-05,650.5
19.115,72.84,0.0,0.0,1.9e-05,664.9
19.115,72.845,0.0,0.2044,1.3e-05,664.9
19.115,72.85,0.99,0.6173,2.6e-05,655.0
19.115,72.855,3.98,1.6327,6.4e-05,625.1
19.115,72.86,11.89,0.2911,-8.4e-05,546.0
19.115,72.865,13.3,1.7091,8.9e-05,531.9
19.115,72.87,21.58,1.4656,-1.5e-05,449.1
19.115,72.875,28.68,1.0075,-2.9e-05,378.1
19.115,72.88,33.56,0.9167,-6e-06,329.3
19.115,72.885,38.0,1.509,-0.000153,284.9
19.115,72.89,30.69,0.2023,8.2e-05,358.0
19.115,72.895,29.71,1.4264,-7.7e-05,367.8
19.115,72.9,22.8,0.4274,6.3e-05,436.9
19.115,72.905,20.73,1.1581,-4.6e-05,457.6
19.115,72.91,15.12,0.1879,6.1e-05,513.7
19.115,72.915,14.21,0.2643,-5e-06,522.8
19.115,72.92,12.93,0.3076,3.6e-05,535.6
19.115,72.925,14.42,0.1321,-1.1e-05,520.7
19.115,72.93,15.06,1.1602,6.5e-05,514.3
19.115,72.935,20.68,0.9889,-1.1e-05,458.1
19.115,72.94,25.47,0.8093,-1.1e-05,410.2
19.115,72.945,29.39,0.9889,1.1e-05,371.0
19.115,72.95,34.18,2.002,6.4e-05,323.1
19.115,72.955,43.88,1.1643,-5.3e-05,226.1
19.115,72.96,49.52,0.6648,-3.1e-05,169.7
19.115,72.965,52.74,0.8176,-9.3e-05,137.5
19.115,72.97,48.78,0.3469,3e-05,177.1
19.115,72.975,47.1,1.2593,-5.7e-05,193.9
19.115,72.98,41.0,1.0364,1.4e-05,254.9
19.115,72.985,35.98,0.9868,3e-06,305.1
19.115,72.99,31.2,0.7536,1.5e-05,352.9
19.115,72.995,27.55,0.0083,4.8e-05,389.4
19.115,73.0,27.59,5.6779,-0.000359,389.0
19.12,72.77,0.0,0.0,0.000358,664.9
19.12,72.775,0.0,0.0,0.0,664.9
19.12,72.78,0.0,1.6843,0.000106,664.9
19.12,72.785,8.16,0.3737,-8.2e-05,583.3
19.12,72.79,9.97,0.8382,2.9e-05,565.2
19.12,72.795,14.03,0.097,-4.7e-05,524.6
19.12,72.8,14.5,0.4191,-3.2e-05,519.9
19.12,72.805,12.47,0.479,-4e-06,540.2
19.12,72.81,10.15,0.8196,-2.1e-05,563.4
19.12,72.815,6.18,0.1796,6.3e-05,603.1
19.12,72.82,7.05,0.1961,-2.4e-05,594.4
19.12,72.825,6.1,0.2044,-1e-06,603.9
19.12,72.83,5.11,1.4553,0.000104,613.8
19.12,72.835,12.16,0.161,-8.1e-05,543.3
19.12,72.84,12.94,0.2932,8e-06,535.5
19.12,72.845,14.36,0.6565,-6e-05,521.3
19.12,72.85,11.18,0.9435,-1.8e-05,553.1
19.12,72.855,6.61,0.4893,9e-05,598.8
19.12,72.86,8.98,0.6215,8e-06,575.1
19.12,72.865,11.99,0.4976,-8e-06,545.0
19.12,72.87,14.4,0.7928,1.9e-05,520.9
19.12,72.875,18.24,0.5987,-1.2e-05,482.5
19.12,72.88,21.14,1.3563,4.8e-05,453.5
19.12,72.885,27.71,1.2861,-4e-06,387.8
19.12,72.89,33.94,0.8423,-0.000134,325.5
19.12,72.895,29.86,0.033,5.1e-05,366.3
19.12,72.9,29.7,0.9022,-5.5e-05,367.9
19.12,72.905,25.33,0.7288,1.1e-05,411.6
19.12,72.91,21.8,1.1726,-2.8e-05,446.9
19.12,72.915,16.12,0.2684,5.7e-05,503.7
19.12,72.92,14.82,0.0083,1.7e-05,516.7
19.12,72.925,14.86,0.448,2.8e-05,516.3
19.12,72.93,17.03,1.4264,6.2e-05,494.6
19.12,72.935,23.94,1.2758,-9e-06,425.5
19.12,72.94,30.12,1.7771,3.2e-05,363.7
19.12,72.945,38.73,0.1321,-0.000103,277.6
19.12,72.95,39.37,0.2312,6e-06,271.2
19.12,72.955,40.49,0.161,-2.5e-05,260.0
19.12,72.96,39.71,0.1218,1.8e-05,267.8
19.12,72.965,40.3,0.9022,-6.4e-05,261.9
19.12,72.97,35.93,0.8382,4e-06,305.6
19.12,72.975,31.87,0.4646,8.2e-05,346.2
19.12,72.98,34.12,0.9641,3.1e-05,323.7
19.12,72.985,38.79,0.0124,-6e-05,277.0
19.12,72.99,38.85,0.5698,-3.7e-05,276.4
19.12,72.995,36.09,0.3902,6e-05,304.0
19.12,73.0,37.98,7.7934,-0.000518,285.1
19.125,72.77,0.0,0.5182,0.000526,664.9
19.125,72.775,2.51,1.2572,4.6e-05,639.8
19.125,72.78,8.6,0.2622,-6.3e-05,578.9
19.125,72.785,9.87,0.4212,1e-05,566.2
19.125,72.79,11.91,0.0041,-2.6e-05,545.8
19.125,72.795,11.93,0.83,-5.2e-05,545.6
19.125,72.8,7.91,1.4842,-4.1e-05,585.8
19.125,72.805,0.72,0.1487,8.4e-05,657.7
19.125,72.81,0.0,0.0,9e-06,664.9
19.125,72.815,0.0,0.4212,2.6e-05,664.9
19.125,72.82,2.04,0.1404,-3.5e-05,644.5
19.125,72.825,1.36,1.4409,9.9e-05,651.3
19.125,72.83,8.34,2.2638,5.2e-05,581.5
19.125,72.835,19.31,0.1714,-0.000132,471.8
19.125,72.84,20.14,0.4439,1.7e-05,463.5
19.125,72.845,22.29,0.3324,-4.9e-05,442.0
19.125,72.85,20.68,0.7556,-2.7e-05,458.1
19.125,72.855,17.02,1.4182,-4.2e-05,494.7
19.125,72.86,10.15,0.1569,9.9e-05,563.4
19.125,72.865,10.91,0.7412,-5.6e-05,555.8
19.125,72.87,7.32,1.1994,0.000122,591.7
19.125,72.875,13.13,0.8485,-2.2e-05,533.6
19.125,72.88,17.24,2.1319,8.1e-05,492.5
19.125,72.885,27.57,0.6524,-9.3e-05,389.2
19.125,72.89,30.73,0.0847,-3.6e-05,357.6
19.125,72.895,31.14,0.0516,-2e-06,353.5
19.125,72.9,31.39,1.1148,-7.3e-05,351.0
19.125,72.905,25.99,0.9683,9e-06,405.0
19.125,72.91,21.3,1.1953,-1.4e-05,451.9
19.125,72.915,15.51,0.0268,7.4e-05,509.8
19.125,72.92,15.38,1.6431,0.000105,511.1
19.125,72.925,23.34,0.2973,-0.000122,431.5
19.125,72.93,21.9,1.5626,0.000117,445.9
19.125,72.935,29.47,1.4409,-8e-06,370.2
19.125,72.94,36.45,0.7226,-4.5e-05,300.4
19.125,72.945,39.95,0.1941,-3.3e-05,265.4
19.125,72.95,40.89,0.993,-7.5e-05,256.0
19.125,72.955,36.08,0.64,2.2e-05,304.1
19.125,72.96,32.98,0.6958,-4e-06,335.1
19.125,72.965,29.61,0.4914,1.3e-05,368.8
19.125,72.97,27.23,0.479,1e-06,392.6
19.125,72.975,24.91,1.2324,0.000108,415.8
19.125,72.98,30.88,0.6297,-3.8e-05,356.1
19.125,72.985,33.93,1.6204,6.2e-05,325.6
19.125,72.99,41.78,0.9187,-4.4e-05,247.1
19.125,72.995,46.23,0.9187,0.0,202.6
19.125,73.0,50.68,10.154,-0.000703,158.1
19.13,72.77,0.98,0.4625,0.000674,655.1
19.13,72.775,3.22,1.09,3.9e-05,632.7
19.13,72.78,8.5,0.2994,-8.7e-05,579.9
19.13,72.785,7.05,0.993,8.1e-05,594.4
19.13,72.79,11.86,1.544,-0.00016,546.3
19.13,72.795,4.38,0.4212,7.1e-05,621.1
19.13,72.8,2.34,0.4831,-4e-06,641.5
19.13,72.805,0.0,0.0,3e-05,664.9
19.13,72.81,0.0,0.0,0.0,664.9
19.13,72.815,0.0,0.0,0.0,664.9
19.13,72.82,0.0,1.8473,0.000116,664.9
19.13,72.825,8.95,0.8589,-6.2e-05,575.4
19.13,72.83,13.11,1.6864,5.2e-05,533.8
19.13,72.835,21.28,1.7153,2e-06,452.1
19.13,72.84,29.59,0.3138,-8.8e-05,369.0
19.13,72.845,31.11,0.8609,-7.4e-05,353.8
19.13,72.85,26.94,0.2085,6.7e-05,395.5
19.13,72.855,27.95,2.814,-0.00019,385.4
19.13,72.86,14.31,1.5337,8.1e-05,521.8
19.13,72.865,6.88,0.4955,6.5e-05,596.1
19.13,72.87,4.48,0.3572,5.4e-05,620.1
19.13,72.875,6.21,1.3872,6.5e-05,602.8
19.13,72.88,12.93,0.2973,-6.9e-05,535.6
19.13,72.885,14.37,1.7648,9.2e-05,521.2
19.13,72.89,22.92,0.3386,-9e-05,435.7
19.13,72.895,24.56,0.6978,2.3e-05,419.3
19.13,72.9,27.94,0.2085,-5.7e-05,385.5
19.13,72.905,26.93,0.1053,6e-06,395.6
19.13,72.91,26.42,0.1012,1.3e-05,400.7
19.13,72.915,26.91,0.3613,-2.9e-05,395.8
19.13,72.92,25.16,0.4955,5.4e-05,413.3
19.13,72.925,27.56,1.0797,3.7e-05,389.3
19.13,72.93,32.79,1.3583,1.8e-05,337.0
19.13,72.935,39.37,1.0033,-0.000149,271.2
19.13,72.94,34.51,0.2436,4.8e-05,319.8
19.13,72.945,33.33,0.1549,2.5e-05,331.6
19.13,72.95,34.08,0.4398,-3.7e-05,324.1
19.13,72.955,31.95,1.4759,-6.5e-05,345.4
19.13,72.96,24.8,1.3026,1.1e-05,416.9
19.13,72.965,18.49,0.3242,0.000102,480.0
19.13,72.97,20.06,0.161,-3.1e-05,464.3
19.13,72.975,19.28,2.2865,0.000154,472.1
19.13,72.98,30.36,1.3748,-5.7e-05,361.3
19.13,72.985,37.02,1.8885,3.2e-05,294.7
19.13,72.99,46.17,1.6018,-1.8e-05,203.2
19.13,72.995,53.93,0.5698,-6.5e-05,125.6
19.13,73.0,56.69,9.0883,-0.000612,98.0
19.135,72.77,12.3,0.4955,0.000608,541.9
19.135,72.775,14.7,0.6215,-7e-05,517.9
19.135,72.78,11.69,1.8823,-7.9e-05,548.0
19.135,72.785,2.57,0.3551,9.6e-05,639.2
19.135,72.79,0.85,0.1755,1.1e-05,656.4
19.135,72.795,0.0,0.0,1.1e-05,664.9
19.135,72.8,0.0,0.0,0.0,664.9
19.135,72.805,0.0,0.0,0.0,664.9
19.135,72.81,0.0,0.0,0.0,664.9
19.135,72.815,0.0,0.0,0.0,664.9
19.135,72.82,0.0,1.7111,0.000108,664.9
19.135,72.825,8.29,1.7235,1e-06,582.0
19.135,72.83,16.64,2.0453,2e-05,498.5
19.135,72.835,26.55,0.0599,-0.000125,399.4
19.135,72.84,26.84,0.0434,-6e-06,396.5
19.135,72.845,26.63,0.2684,2e-05,398.6
19.135,72.85,27.93,0.0888,-2.2e-05,385.6
19.135,72.855,27.5,1.6781,-0.0001,389.9
19.135,72.86,19.37,1.4367,1.5e-05,471.2
19.135,72.865,12.41,0.7453,4.4e-05,540.8
19.135,72.87,8.8,0.6627,5e-06,576.9
19.135,72.875,5.59,0.5554,7e-06,609.0
19.135,72.88,2.9,0.6772,7.8e-05,635.9
19.135,72.885,6.18,0.4542,-1.4e-05,603.1
19.135,72.89,8.38,1.282,5.2e-05,581.1
19.135,72.895,14.59,0.6318,-4.1e-05,519.0
19.135,72.9,17.65,1.6389,6.3e-05,488.4
19.135,72.905,25.59,0.7371,-5.7e-05,409.0
19.135,72.91,29.16,0.7391,0.0,373.3
19.135,72.915,32.74,0.9745,1.5e-05,337.5
19.135,72.92,37.46,0.0516,-6.5e-05,290.3
19.135,72.925,37.21,1.4161,9.2e-05,292.8
19.135,72.93,44.07,1.0549,-0.000155,224.2
19.135,72.935,38.96,1.0983,-3e-06,275.3
19.135,72.94,33.64,0.768,2.1e-05,328.5
19.135,72.945,29.92,1.8658,-6.9e-05,365.7
19.135,72.95,20.88,0.7123,0.000162,456.1
19.135,72.955,24.33,0.6194,-8.4e-05,421.6
19.135,72.96,21.33,0.6173,0.0,451.6
19.135,72.965,18.34,0.5306,7.2e-05,481.5
19.135,72.97,20.91,0.3221,-1.3e-05,455.8
19.135,72.975,22.47,1.4161,6.9e-05,440.2
19.135,72.98,29.33,1.381,-2e-06,371.6
19.135,72.985,36.02,2.1628,4.9e-05,304.7
19.135,72.99,46.5,1.7256,-2.8e-05,199.9
19.135,72.995,54.86,0.1239,-0.000101,116.3
19.135,73.0,55.46,6.6514,-0.000428,110.3
19.14,72.77,23.1,0.799,0.00037,433.9
19.14,72.775,19.23,2.7069,-0.00012,472.6
19.14,72.78,6.11,0.3675,0.000147,603.8
19.14,72.785,4.33,0.8939,-3.3e-05,621.6
19.14,72.79,0.0,0.0,5.6e-05,664.9
19.14,72.795,0.0,0.0,0.0,664.9
19.14,72.8,0.0,0.0,0.0,664.9
19.14,72.805,0.0,0.0,0.0,664.9
